Timestamp,PPG_Crudo,PPG_Filtrado,GSR_Crudo,BPM,Ratio_ba,Aging_Index,SCL
18:46:33.325,-108512.0,,1097.0,,,,
18:46:33.333,-108546.0,,254.0,,,,
18:46:33.333,-108548.0,,414.0,,,,
18:46:33.342,-108576.0,,2476.0,,,,
18:46:33.350,-108607.0,,488.0,,,,
18:46:33.350,-108651.0,,287.0,,,,
18:46:33.358,-108663.0,,653.0,,,,
18:46:33.358,-108675.0,,2510.0,,,,
18:46:33.367,-108701.0,,458.0,,,,
18:46:33.375,-108740.0,,296.0,,,,
18:46:33.375,-108734.0,,663.0,,,,
18:46:33.383,-108730.0,,2503.0,,,,
18:46:33.383,-108783.0,,454.0,,,,
18:46:33.392,-108804.0,,297.0,,,,
18:46:33.400,-108840.0,,666.0,,,,
18:46:33.400,-108868.0,,2506.0,,,,
18:46:33.410,-108911.0,,444.0,,,,
18:46:33.413,-108952.0,,294.0,,,,
18:46:33.416,-108981.0,,667.0,,,,
18:46:33.425,-109018.0,,2503.0,,,,
18:46:33.425,-109087.0,,442.0,,,,
18:46:33.436,-109130.0,,299.0,,,,
18:46:33.442,-109172.0,,668.0,,,,
18:46:33.446,-109197.0,,2494.0,,,,
18:46:33.451,-109256.0,,431.0,,,,
18:46:33.458,-109275.0,,298.0,,,,
18:46:33.458,-109303.0,,668.0,,,,
18:46:33.467,-109314.0,,2496.0,,,,
18:46:33.476,-109354.0,,426.0,,,,
18:46:33.476,-109382.0,,295.0,,,,
18:46:33.483,-109380.0,,679.0,,,,
18:46:33.492,-109396.0,,2490.0,,,,
18:46:33.492,-109408.0,,427.0,,,,
18:46:33.500,-109405.0,,296.0,,,,
18:46:33.508,-109417.0,,669.0,,,,
18:46:33.509,-109404.0,,2494.0,,,,
18:46:33.517,-109423.0,,414.0,,,,
18:46:33.517,-109426.0,,286.0,,,,
18:46:33.525,-109411.0,,680.0,,,,
18:46:33.525,-109390.0,,2490.0,,,,
18:46:33.534,-109415.0,,158.0,,,,
18:46:33.541,-109397.0,,300.0,,,,
18:46:33.545,-109383.0,,1037.0,,,,
18:46:33.552,-109366.0,,2239.0,,,,
18:46:33.556,-109384.0,,160.0,,,,
18:46:33.561,-109377.0,,300.0,,,,
18:46:33.566,-109372.0,,1038.0,,,,
18:46:33.566,-109343.0,,2232.0,,,,
18:46:33.566,-109360.0,,158.0,,,,
18:46:33.566,-109363.0,,300.0,,,,
18:46:33.581,-109358.0,,1038.0,,,,
18:46:33.581,-109338.0,,2238.0,,,,
18:46:33.581,-109362.0,,159.0,,,,
18:46:33.597,-109366.0,,300.0,,,,
18:46:33.597,-109385.0,,1051.0,,,,
18:46:33.597,-109393.0,,2234.0,,,,
18:46:33.613,-109437.0,,153.0,,,,
18:46:33.613,-109434.0,,300.0,,,,
18:46:33.625,-109441.0,,1056.0,,,,
18:46:33.629,-109455.0,,2234.0,,,,
18:46:33.629,-109472.0,,165.0,,,,
18:46:33.629,-109506.0,,301.0,,,,
18:46:33.645,-109499.0,,1063.0,,,,
18:46:33.645,-109503.0,,2219.0,,,,
18:46:33.645,-109529.0,,154.0,,,,
18:46:33.664,-109540.0,,299.0,,,,
18:46:33.668,-109558.0,,1068.0,,,,
