Timestamp,PPG_Crudo,PPG_Filtrado,GSR_Crudo,BPM,Ratio_ba,Aging_Index,SCL
10:11:58.781,-112016.0,,776.0,,,,
10:11:58.791,-112025.0,,776.0,,,,
10:11:58.796,-112018.0,,777.0,,,,
10:11:58.801,-112030.0,,779.0,,,,
10:11:58.807,-112027.0,,775.0,,,,
10:11:58.811,-112002.0,,776.0,,,,
10:11:58.815,-112021.0,,777.0,,,,
10:11:58.820,-112005.0,,777.0,,,,
10:11:58.826,-112044.0,,777.0,,,,
10:11:58.832,-112045.0,,767.0,,,,
10:11:58.837,-112060.0,,776.0,,,,
10:11:58.843,-112057.0,,778.0,,,,
10:11:58.848,-112063.0,,776.0,,,,
10:11:58.857,-112069.0,,768.0,,,,
10:11:58.864,-112097.0,,778.0,,,,
10:11:58.874,-112107.0,,778.0,,,,
10:11:58.884,-112113.0,,778.0,,,,
10:11:58.897,-112130.0,,777.0,,,,
10:11:58.906,-112142.0,,778.0,,,,
10:11:58.914,-112128.0,,779.0,,,,
10:11:58.918,-112136.0,,778.0,,,,
10:11:58.922,-112157.0,,776.0,,,,
10:11:58.928,-112175.0,,778.0,,,,
10:11:58.939,-112164.0,,778.0,,,,
10:11:58.944,-112177.0,,778.0,,,,
10:11:58.953,-112171.0,,776.0,,,,
10:11:58.959,-112200.0,,779.0,,,,
10:11:58.968,-112197.0,,778.0,,,,
10:11:58.974,-112198.0,,777.0,,,,
10:11:58.979,-112213.0,,775.0,,,,
10:11:58.989,-112202.0,,777.0,,,,
10:11:58.995,-112207.0,,777.0,,,,
10:11:59.000,-112203.0,,777.0,,,,
10:11:59.007,-112214.0,,776.0,,,,
10:11:59.016,-112231.0,,776.0,,,,
10:11:59.022,-112252.0,,779.0,,,,
10:11:59.028,-112234.0,,777.0,,,,
10:11:59.032,-112247.0,,780.0,,,,
10:11:59.036,-112260.0,,783.0,,,,
10:11:59.042,-112254.0,,780.0,,,,
10:11:59.047,-112255.0,,778.0,,,,
10:11:59.052,-112254.0,,778.0,,,,
10:11:59.056,-112259.0,,780.0,,,,
10:11:59.061,-112262.0,,781.0,,,,
10:11:59.067,-112245.0,,779.0,,,,
10:11:59.071,-112240.0,,777.0,,,,
10:11:59.075,-112232.0,,778.0,,,,
10:11:59.080,-112258.0,,779.0,,,,
10:11:59.084,-112237.0,,777.0,,,,
10:11:59.088,-112222.0,,779.0,,,,
10:11:59.092,-112195.0,,779.0,,,,
10:11:59.096,-112171.0,,779.0,,,,
10:11:59.100,-112161.0,,779.0,,,,
10:11:59.105,-112147.0,,777.0,,,,
10:11:59.108,-112140.0,,776.0,,,,
10:11:59.112,-112129.0,,776.0,,,,
10:11:59.116,-112100.0,,775.0,,,,
10:11:59.121,-112081.0,,776.0,,,,
10:11:59.124,-112064.0,,778.0,,,,
10:11:59.128,-112052.0,,777.0,,,,
10:11:59.133,-112021.0,,775.0,,,,
10:11:59.137,-112008.0,,776.0,,,,
10:11:59.142,-111974.0,,777.0,,,,
10:11:59.145,-111960.0,,777.0,,,,
10:11:59.150,-111953.0,,767.0,,,,
10:11:59.154,-111939.0,,774.0,,,,
10:11:59.158,-111921.0,,776.0,,,,
10:11:59.162,-111904.0,,767.0,,,,
10:11:59.167,-111888.0,,766.0,,,,
10:11:59.173,-111892.0,,765.0,,,,
10:11:59.178,-111867.0,,766.0,,,,
10:11:59.181,-111859.0,,764.0,,,,
10:11:59.185,-111862.0,,762.0,,,,
10:11:59.189,-111857.0,,760.0,,,,
10:11:59.196,-111850.0,,764.0,,,,
10:11:59.202,-111845.0,,774.0,,,,
10:11:59.206,-111846.0,,764.0,,,,
10:11:59.212,-111849.0,,762.0,,,,
10:11:59.215,-111854.0,,763.0,,,,
10:11:59.219,-111843.0,,761.0,,,,
10:11:59.223,-111845.0,,761.0,,,,
10:11:59.227,-111838.0,,751.0,,,,
10:11:59.231,-111839.0,,762.0,,,,
10:11:59.235,-111830.0,,760.0,,,,
10:11:59.242,-111836.0,,751.0,,,,
10:11:59.246,-111829.0,,760.0,,,,
10:11:59.250,-111838.0,,762.0,,,,
10:11:59.255,-111856.0,,765.0,,,,
10:11:59.261,-111852.0,,761.0,,,,
10:11:59.265,-111838.0,,762.0,,,,
10:11:59.272,-111845.0,,763.0,,,,
10:11:59.276,-111857.0,,763.0,,,,
10:11:59.282,-111871.0,,762.0,,,,
10:11:59.288,-111877.0,,763.0,,,,
10:11:59.292,-111893.0,,764.0,,,,
10:11:59.297,-111895.0,,763.0,,,,
10:11:59.304,-111895.0,,764.0,,,,
10:11:59.309,-111915.0,,765.0,,,,
10:11:59.316,-111907.0,,766.0,,,,
10:11:59.321,-111926.0,,765.0,,,,
10:11:59.325,-111919.0,,765.0,,,,
10:11:59.329,-111941.0,,773.0,,,,
10:11:59.333,-111944.0,,776.0,,,,
10:11:59.337,-111921.0,,768.0,,,,
10:11:59.340,-111927.0,,775.0,,,,
10:11:59.345,-111931.0,,767.0,,,,
10:11:59.349,-111930.0,,768.0,,,,
10:11:59.354,-111936.0,,768.0,,,,
10:11:59.359,-111922.0,,765.0,,,,
10:11:59.364,-111933.0,,765.0,,,,
10:11:59.368,-111903.0,,766.0,,,,
