Timestamp,PPG_Crudo,PPG_Filtrado,GSR_Crudo,BPM,Ratio_ba,Aging_Index,SCL
10:14:39.044,-108041.0,,767.0,,,,
10:14:39.046,-108056.0,,764.0,,,,
10:14:39.058,-108058.0,,762.0,,,,
10:14:39.062,-108045.0,,764.0,,,,
10:14:39.064,-108052.0,,777.0,,,,
10:14:39.072,-108042.0,,768.0,,,,
10:14:39.072,-108052.0,,764.0,,,,
10:14:39.080,-108048.0,,766.0,,,,
10:14:39.080,-108056.0,,767.0,,,,
10:14:39.089,-108012.0,,762.0,,,,
10:14:39.089,-108022.0,,763.0,,,,
10:14:39.097,-108036.0,,765.0,,,,
10:14:39.097,-108032.0,,765.0,,,,
10:14:39.097,-108030.0,,762.0,,,,
10:14:39.097,-108055.0,,762.0,,,,
10:14:39.113,-108049.0,,765.0,,,,
10:14:39.113,-108028.0,,765.0,,,,
10:14:39.113,-107996.0,,761.0,,,,
10:14:39.128,-107967.0,,762.0,,,,
10:14:39.128,-107916.0,,766.0,,,,
10:14:39.128,-107857.0,,764.0,,,,
10:14:39.146,-107787.0,,763.0,,,,
10:14:39.149,-107734.0,,764.0,,,,
10:14:39.156,-107641.0,,768.0,,,,
10:14:39.160,-107572.0,,775.0,,,,
10:14:39.163,-107502.0,,766.0,,,,
10:14:39.168,-107459.0,,763.0,,,,
10:14:39.174,-107416.0,,766.0,,,,
10:14:39.176,-107371.0,,776.0,,,,
10:14:39.176,-107340.0,,765.0,,,,
10:14:39.188,-107302.0,,765.0,,,,
10:14:39.192,-107282.0,,777.0,,,,
10:14:39.192,-107245.0,,778.0,,,,
10:14:39.192,-107256.0,,766.0,,,,
10:14:39.210,-107240.0,,766.0,,,,
10:14:39.213,-107231.0,,778.0,,,,
10:14:39.222,-107202.0,,777.0,,,,
10:14:39.224,-107195.0,,775.0,,,,
10:14:39.224,-107200.0,,767.0,,,,
10:14:39.236,-107208.0,,778.0,,,,
10:14:39.240,-107207.0,,778.0,,,,
10:14:39.243,-107232.0,,767.0,,,,
10:14:39.243,-107239.0,,765.0,,,,
10:14:39.256,-107253.0,,780.0,,,,
10:14:39.256,-107267.0,,778.0,,,,
10:14:39.264,-107280.0,,762.0,,,,
10:14:39.271,-107295.0,,762.0,,,,
10:14:39.271,-107307.0,,767.0,,,,
10:14:39.271,-107340.0,,773.0,,,,
10:14:39.289,-107360.0,,764.0,,,,
10:14:39.293,-107380.0,,766.0,,,,
10:14:39.298,-107403.0,,768.0,,,,
10:14:39.302,-107409.0,,776.0,,,,
10:14:39.307,-107444.0,,764.0,,,,
10:14:39.311,-107463.0,,765.0,,,,
10:14:39.315,-107482.0,,778.0,,,,
10:14:39.320,-107512.0,,776.0,,,,
10:14:39.325,-107522.0,,766.0,,,,
10:14:39.330,-107537.0,,767.0,,,,
10:14:39.334,-107529.0,,777.0,,,,
10:14:39.339,-107552.0,,776.0,,,,
10:14:39.343,-107534.0,,763.0,,,,
10:14:39.347,-107551.0,,764.0,,,,
10:14:39.352,-107564.0,,776.0,,,,
10:14:39.357,-107588.0,,774.0,,,,
10:14:39.361,-107592.0,,762.0,,,,
10:14:39.366,-107597.0,,763.0,,,,
10:14:39.371,-107610.0,,766.0,,,,
10:14:39.376,-107629.0,,763.0,,,,
10:14:39.381,-107617.0,,762.0,,,,
10:14:39.387,-107655.0,,762.0,,,,
10:14:39.394,-107677.0,,765.0,,,,
10:14:39.407,-107719.0,,765.0,,,,
10:14:39.412,-107702.0,,760.0,,,,
10:14:39.418,-107732.0,,763.0,,,,
10:14:39.424,-107732.0,,765.0,,,,
10:14:39.431,-107772.0,,764.0,,,,
10:14:39.437,-107784.0,,762.0,,,,
10:14:39.443,-107800.0,,761.0,,,,
10:14:39.448,-107810.0,,767.0,,,,
10:14:39.452,-107824.0,,765.0,,,,
10:14:39.458,-107823.0,,760.0,,,,
10:14:39.464,-107828.0,,775.0,,,,
10:14:39.470,-107841.0,,778.0,,,,
10:14:39.475,-107817.0,,767.0,,,,
10:14:39.481,-107829.0,,765.0,,,,
10:14:39.486,-107785.0,,764.0,,,,
10:14:39.493,-107762.0,,776.0,,,,
10:14:39.499,-107756.0,,776.0,,,,
10:14:39.504,-107722.0,,765.0,,,,
10:14:39.511,-107696.0,,765.0,,,,
10:14:39.517,-107681.0,,777.0,,,,
10:14:39.523,-107656.0,,767.0,,,,
10:14:39.528,-107633.0,,764.0,,,,
10:14:39.533,-107616.0,,768.0,,,,
10:14:39.539,-107593.0,,778.0,,,,
10:14:39.543,-107581.0,,774.0,,,,
